message,location
Please don't insure businesses which contribute to massive disasters because they continue to pollute. We only have this Earth and we are seeing more and more destruction due to climate change. Please do you bit to help save our children's future.,"[-27, 153]"
Are you not concerned about the world that your children and grandchildren will live in ?,"[53, -3]"
"I love to see the children playing on the green lawns of the school near our house. I want them to be able to grow up in a clean, healthy environment.  ","[43, -74]"
"You should be ashamed of your blatant disregard for your direct effect on the climate; by supporting fossil fuel companies you could in all likelihood be literally killing your own grandchildren, and most certainly making their lives much harder and more miserable.","[51, -3]"
I am a smoke refuge two months a year,"[49, -123]"
I want to preserve the world for my children and grandchildren to live safe healthy lives. ,"[51, -1]"
"Being an agricultural scientist specializing in rainfed agriculture and having worked in many countries over the last 50 years, I am well aware of the onset of climate change and its now exponentially escalating threat. I understand, and have experienced, how seemingly small changes in global atmospheric temperature can have profound effects on local climates, crop growth and abiotic and biotic stresses on those crops. Unless there is a rapid phase-out of fossil fuels within this decade various tipping points will be crossed that would be catastrophic for life as we know it. I therefore humbly plead that you desist from insuring or otherwise providing financial support to all fossil fuel industries.","[-32, 116]"
"Please consider not insuring the worst fossil fuels projects such as (e.g.) Australia’s Adani Mine and the Cambo oilfield in the North Sea, which contribute toward global warming, which is on the increase, the effects of which are devastating, such as forest fires, ill-health etc.     The alternatives to fossil fuel are many, which don't contribute to global warming and should be given preference.     Thank you for your attention.   ","[51, 1]"
"The impact of climate change cannot be disputed.  Putting money before the sanctity of human life an indeed all creation is too important to ignore, which you do at your peril.  If yoi9u do, it will come back to haunt you, and I would rather not see you have to experience that.","[50, -5]"
"I love and cherish my grandchildren, so stop supporting the fossil fuelmarket","[52, 4]"
"I thought long and hard whether I wanted to add my own kids to this world, not knowing what world we'd leave for them to take over and cherish. I really don't want them and their kids to suffer from climate chaos! Instead, I really wish for them to live and enjoy the world we live in without danger and scarcity.    It worries me to see flooding, unpredictable (even more than naturally occurring) weather storms and overheating of the planet.     Please stop your climate-wrecking business practices! Lloyd’s should really be appalled by their horrible environmental record. It's time to change, and that time is now!","[52, -1]"
"Dear People of Lloyds,  Climate change is upon us, fact! Maybe it's already too late to reverse the damage done to our atmosphere, the melting of all the permanent ice around the world BUT why would you want to aid and abet fossil fuel companies in their drive to make yet more money and yet more havoc in our evo system.    Please END all further insurance for these disgraceful companies, do you want or care about the future of your off spring and their offspring?    Thank you.    Barry Oakland","[51, 1]"
It really is time you made decisions that are morally correct when your grandchildren ask you what you did. ,"[59, 18]"
Money is not everything. ,"[18, -66]"
"My children and grandchildren has the right to live in this world without being subjected to man made dangers perpetrated through greed. eg bottom trawling of our seabed, the worlds largest carbon sink. This creates the worlds largest increase in carbon year is largely ignored.  Secondly sanctioning, approving  or supporting coal mining is irresponsible and endangers  the health of the people and our planet. STOP.","[51, 0]"
What terrible thing have your great grandchildren done that you would be complicit in the destruction of their planet?,"[51, -4]"
Save the forest from uncontrollable fire. Make them great place to live for all species. ,"[-38, 145]"
"Everybody has to change their way of thinking, established long ago when climate change was not considered possible. ","[56, -3]"
"Lloyd's, you have a choice:    Lucrative profits you make now with support you provide for coal based projects, no moral compass; result: lost planet, lost Lloyd's - or     Insure/invest in Ethical Transparent Green businesses; result: planet renewed, its future secure, Lloyd's lives on too, bright new possibilities.   Lloyd's - be ambitious -   CHOOSE TO CHANGE THE DIRTY DECEIT - you'll die out too if you don't....","[54, -3]"
"  - Think about the past few years. What climate impacts have you seen that have impacted you, or people you love?","[52, 0]"
For the sake of our children and grandchildren will you please stop insuring fossil fuel projects with immediate effect,"[51, -1]"
"In my own humble way I do what I can to stop climate change. I worry about the future of my nephews but also about my own future, because climate disaster is near. ","[52, 7]"
Stop funding / supporting companies causing the climate crisis.,"[53, -3]"
In the view of the climate action testimony I urge you to do your best to steer towards a safe world and diminish hurtful climate impact.,"[52, 5]"
please consider changing your employer,"[52, 1]"
Climate change affects all of us. We need to cherish life on our planet.,"[55, -2]"
"Climate chaos is bad for the world, ALL of us!   Don't insure it!","[44, -73]"
"Please stop with insuring climate-destroying oil and gasindustries who are ruining our planet earth. I am a Grandfather of 65 years old but ask this on behalf of my children and grandchildren. Don't you think they also deserve a healthy life.. Yours sincerely, Johannes Leermakers ","[52, 6]"
Please consider what state the planet in going to be in when our grandchildren become adults!,"[51, -1]"
Clean air on a clean planet is a human right.   Please stop threatening this by your continued insuring of toxic fossil fuel industries.,"[53, -6]"
One of the natural wonders. of the world. TheGreat Barrier reef is at risk from climate change and pollution that will result from the Adani coal mine. Don’t fund this project ,"[-34, 151]"
do the right thing,"[44, -79]"
Lloyd’s of London is making billions while insuring the worst fossil fuels projects -- adding more fuel to the fire.    ,"[51, -2]"
fortissime piogge con conseguenti alluvioni e frane in tutta Italia. Numerosissimi e gravi incendi in tutta Italia e in particolare in Sardegna,"[45, 12]"
It is time every company and human being realised that there are no winners in making profit from fuelling climate change. The short-sightedness must end.,"[60, 18]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[52, 0]"
I am terrified for my grandchildren's future. Please do not fund the climate destroyers,"[53, -2]"
"I have grandchildren, no doubt many of the decision makers at Lloyd’s do also, how do their futures look at the moment? And the future comes round frighteningly quickly.","[54, -2]"
"I want to help save the world from Climate Crisis, please so financing and supporting fossil fuels and putting profit before lives.","[54, -2]"
" love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[51, -1]"
Do profits come before ethics? Why do you insure climate damaging projects?,"[53, -3]"
"Dear Sir/Madam,  It is about time that Lloyd's of London took a good look at themselves, and what is happening to our world, and with the COP26 coming to Scotland they now need to stop insuring companies that are causing our climate to get even worse by insuring mines and pipe lines in Canada and also wrecking the lands of vulnerable Indigenous communities. The shareholders and the staff at Lloyd's need to have a look at their conscience, and at any future that they wish for their children and grandchildren, and vote to remove their money grabbing board to whom money comes before the life of you, me, and this planet.  Best Regards.  John.","[56, -3]"
I want to save my grandchildren from climate chaos and for them to enjoy this world without danger and scarcity,"[55, -2]"
"Your business model needs to change. You need to be investing in a livable future, not simply in profit.","[41, -74]"
I plead with you to reconsider the support you are providing to fossil fuel companies.  I am living with the consequences of climate change & for the sake of our world & future generations we must do all that we can to make changes before it is too late.  Power & greed in the world is destroying so much. For the sake of our future please reconsider what you are doing  Thankyou for your time  Regards & in hope  Lorna McPhail ,"[-33, 152]"
Please don't finance the destruction of our planet.,"[40, -105]"
By insuring the disastrous Adani mine in Australia  you are wrecking the climate and the lands of vulnerable indigenous communities. STOP PARTICIPATING IN THE CLIMATE CHAOS,"[-27, 153]"
"Lloyds has funded many constructive things, please stop funding the future destruction of life on earth. ","[54, -7]"
"Please stop insuring polluting projects that will deprive everyone of a safe, healthy future.","[52, 0]"
"It is time now for you to take responsibility for protecting our children and grandchildren, give them a certain future, protect the planet from climate chaos. ","[53, -1]"
"Do not insure climate chaos.  Divest from fossil fuels and invest in renewables.  Fossil fuels will become stranded assets.  This is a crisis for people and planet.  If enough is not spent now to move to zero carbon, exponentially more will be needed in future with a parallel increase in extreme weather events and suffering.  I demand a liveable, sustainable world for my grandsons and future generations.  Failure is not an option.  Implement Mariana Mazzucato's ""Mission Economy"".","[52, -1]"
"As I listened to the radio tonight I was dismayed to hear about  the problems facing South Sea Island nations caused bu rising sea levels.    The Australian government makes much of claims that our action are directed toward protecting the inhabitants of our region, but it is hard to see how the disappearance of their island homes supports these claims.    I ask that you withdraw your support for new fossil fuel projects round the world  to give us some chance of slowing the warming processes that threaten us all","[-34, 151]"
"I am concerned about the many parts of our planet that will be devastated by worsening climate chaos: small islands & coastal communities disappearing, forests succumbing to massive fires, farmlands at risk of drought etc.","[-34, 151]"
please protect our world and its people from more and more disaster,"[52, 4]"
"Our environment is on the brink, our biodiversity is being shredded. We have too many fires & floods. Stop funding this disaster. Acknowledge your responsibility and do the right thing and be on the right side of history!","[52, -3]"
"Burning fossil fuel is wrong, it will lead to chaos and the deaths of millions worldwide!  Companies that operate these industries should not be supportEd, they depend on your insurance and this should be withdrawn!","[52, 0]"
I ask that you cease in being complicate in the environment damage and destruction being wrought by companies around the world,"[-34, 151]"
The biodiversity of the natural world even in my small wildlife garden in a rural area is noticeably diminishing year on year.  We must put a stop to the use of fossil fuels now and definitely shouldn't be opening up new sources to further despoil what we have left for the sake of profit ,"[52, -4]"
"The first series of the extraordinary  and exemplary Earthshot Prize has shown us all how interconnected are the elements of our beautiful planet, its land, oceans and air. Damage to one element can have devastating effects on them all. Earthshot also showed us some amazing possibilities for producing energy from a range of visionary projects around the world, none of them involving the toxic and highly polluting sources we currently use. Change for the better is possible and large corporations such as yours must lead the way to a coal and gas free future. You must withdraw now from funding projects that will increase climate chaos. If you do, future generations will look back on your actions with respect and gratitude. If you do not, our planet may be ruined beyond repair. Is this the legacy you wish to leave for your children and their children?","[56, -3]"
The world as I know it is in peril. Nature is fragile. It is our duty as stewards of the earth to care for all creatures and the environment.      ,"[44, -79]"
Climate change affects humans and all other living beings we share the planet with. The fires and floods throughout the planet will get worse unless we as humans do something about it. ,"[52, 0]"
Would love to see big companies working to reverse climate change,"[51, 0]"
"I love and cherish my children, and I would like them to be able to choose having their own children if they want: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[56, 10]"
"Please look at what is happening- our planet is burning and flooding and global warming is causing more and more chaos. We have to stop subsidising and encouraging fossil fuels NOW- tomorrow, next week, next year is already too late. Please put the planet above profit- you are so influential and can do much good by your actions","[51, -2]"
"I love, cherish and try my best to protect the world I live in, there is only one earth, and it is on the brink of environmental disaster, I am asking you to ENSURE the wellbeing of our planet and the lives of its inhabitants, DO NOT INSURE FOSSIL FUEL INDUSTRIES, who are responsible for the problem.","[54, 0]"
Please stop insuring a desastrous past and concentrate on helping a better future,"[51, 4]"
Go green and sustainable in order to save the environment.,"[60, 11]"
I want to save my children and grandchildren from Climate Chaos,"[59, 18]"
I want my grandchildren to live in a vibrant and healthy environment.  Please can stop insuring carbon intensive and extractive industries which are fuelling the climate crisis ,"[51, 0]"
Our grandchildren probably won't understand why we let them down.  Look at the impacts already with climate changing around the world which is only going to get worse.  Food is not nearly secure enough as the climate makes growing things more difficult.  Living in such high temperatures is not possible for humans or any living creature.  How can we live with ourselves for what we are doing.  why  cant we stop!  What is the point of an economy without a world?,"[51, -1]"
Please invest in green energy not fossil fuels.  We only have one Earth.,"[53, -3]"
"My son is 12.   All his year group at school are constantly worried about the future and scared about the global ecological emergency.   He keeps asking me what we are doing to protect the planet and save our environment.   He says we should be leading by example and whilst we do take personal individual steps (e.g. he decided to become a vegetarian at the age of 10 for environmental reasons), we need global organisations such as yours to step up and use your incredible resources to make the world a better place for all the precious life that calls this place home.","[51, -3]"
"Because of climate change and fossil fuel burning.my son’s asthma worsened, leaving him struggling to breathe and us worried for his life and future.","[52, 0]"
Simple question - why are you contributing to a catastrophe that will see your grandchildren struggling to survive on a planet unfit for human life?   For the love of humanity please stop insuring companies that are intent on speeding up global warming and disastrous climate change.  Money is of no use to you when you're dead.,"[53, 0]"
The environment and planet is not here to be destroyed by the relatively few priveleged rich as represented by Lloyds investors in making a planetary destructive profit but is here for all living kind. It is essential that fossil fuel emmissions and those arising through extraction are reduced to levels which don't threaten the health and lives of the worlds population and its living environment. Investment in further coal projects is unacceptable.,"[56, -3]"
"Please do not contribute to climate change, think of future generations and their survival ","[51, 0]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[56, 12]"
"  The planet is in crisis and we all need to move away from Fossil fuels urgently.  Please, please can you put pressure on these companies that you are in effect supporting by underwriting their insurance, to move away from coal.    it is difficult for everyone but we have to take these difficult choices now.   Martyn","[51, -3]"
"Climate Change affects us all, including you and your loved ones. Act NOW and give them a chance of a normal life. ","[51, 0]"
"Dear Lloyds of London,    Supporting the environment is the most important thing we must all do now, having a healthy planet means everything. I support you in ensuring you remove your backing from the fossil fuel industry and get in step with the human race.","[-34, 151]"
Life is a gift and an opportunity. ,"[51, 0]"
Man made climate change is real and is accelerating.  Melting ice caps and freak weather is becoming the norm.  The planet needs healing and it’s incumbent upon all of us to help save the world as we know it for future generations.  Lloyd’s of London needs to be part of the healing process and not party to destruction as it currently is.  Please change your anti climate change stance and join the fight to save the planet. ,"[51, 0]"
"If we don't do something now it will be too late. We're killing insects and without them there is no food. I want my grandchildren to live in a world that has nature to see and feel, we all know how important this is for mental health. Forests and natural places help people feel better,  be the force for change and help increase the good places.","[52, -2]"
Have a care for our planet's future !,"[56, -4]"
"This climate crisis is real - please stop encouraging it - look at the extreme weather we've had as an example that we can't keep on wrecking our planet.  I want my grandchildren and their children to have a place to live and enjoy without the dangers and scarcities that fossil fuels, and other climate damaging activities cause.  Please stop insuring businesses that encourage these activities.  Thank you","[55, -3]"
To avert an extinction event we all have to play our part and that includes Lloyd's of London.,"[51, -1]"
" save from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity","[38, 13]"
"Lloyds of zLondon is an important player in the world of business and development , it owes the world a duty of care to ensure that our world and environment are safe snd secure for future generations -  it must stop and withdraw its support fir any projects that do not serve that crucial interest .  There is no time to waste - please act now !   Thank you ","[51, 0]"
You need to consider a better and fundamentally just purpose for your endeavours.  ,"[40, -75]"
"Wake and smell the coffee, it may well be burning, along with other areas blighted by high temperatures and drought. There is no room for doubt - fossil fuels are bad - and so are organisations which support the industry - please don’t let Lloyds continue to be one of them. ","[51, 0]"
Continuing to support the fossil furl industry in any way will ensure our children have a terrible future. Please think about what you are doing. ,"[56, -4]"
Please stop destroying the world I love and the nature within it.,"[52, 5]"
"The continued obsession with fossil fuels is killing us all, and fester that most people realise, please divest from supporting this dangerous practice now.","[53, -1]"
I would like to leave a safe and clean world for my grandchildren.,"[-35, 139]"
For all the world’s population deserve  a safe life by having a safe environment now and for future generations,"[50, -5]"
My 36 yo son has NEVER lived through a year when the Global Mean Annual Temperature was below the Long Term Average Global Mean Annual Temperature.     I don't want my 6 yo grandson to be able to say the same thing!    Continuing to support Fossil Fuels is turning up the heat even more - we have to switch to Renewables NOW!,"[-35, 139]"
"I am 61 years old. My whole life, I have been active outdoors, skiing, camping, hiking, travelling widely through wilderness in Australia and several countries overseas. I have been a keen gardener with backyard vegies, herbs and flowers for 40 years, ever aware of the climate year by year. Even in the late '80s when I was working in Sweden, they were remarking on the warmest summer they had experienced in centuries, and the climate changes they had witnessed in their lifetimes. In Israel where I worked in the early '80s, they were lamenting the loss of water in the iconic Jordan river (now a puddle), and drying of the Dead Sea, partly due to over-extraction but also due to climate changes in the headwaters.     These are climate processes that people around the planet have been recording for 50 years or more, there can be no dispute about that, nor about the corroborating scientific data that has been gathered over that time. What the data increasingly shows is that these profound climate shifts are due to human activity, namely the release of increasing amounts of CO2, methane, and other gases. Fossil fuels are the most glaring culprit, and one of the easiest to ameliorate. Much of the world is already following this path, and most will follow as the global mindset shifts. The ""dinosaurs"" (as our Australian government is often called) will go extinct in this new world. This is absolutely inevitable.     I know humans are such that there will always be those who will seek to benefit monetarily from whatever happens, like with covid and the companies that have made huge profits throughout. It has been widely remarked that the very rich have been untouched by covid. This while many others lose their homes, careers, businesses and loved ones. Is Lloyds that sort of company? Are your staff those sort of people? Who fiddle while Rome burns? Who sacrifice conscience for their bonuses? These people exist, of course. But do you want to employ them? Be identified with them? Have your commercial image tarnished by them? Do you have children? Grandchildren? What sort of world will you bequeath to them? How honest can you be with them? With yourselves?     In Melbourne, I lived through the '83 bushfires which completely ringed the city, a firefront over 100s of kilometers. Living in the suburbs, we could see the flames in the Dandenong Ranges on our horizon. We had burning leaves fall from the sky into our yard. That seemed cataclysmic. The fires of Black summer in 2020, just before the covid outbreak, really seemed the end of the world. The smoke and ash in the atmosphere even in our big cities was choking, and had not been seen for many lifetimes. Thousands lost their homes, millions of animals died horrible deaths and undoubtedly some went extinct. Countless lives were forever changed.    As a scientist, I know the data and how to read it. I also know how to read what's been happening in my environment in my lifetime, and it's wrong. The 1% that are so far untouched by the changes will answer for their actions, and will not continue, will not be permitted to. History has shown that repeatedly.    In this new world, companies will be expected to work for everyone, not just the 1%. The rest will die off, if they do not change their mindset and business ethos. Use of fossil fuels must stop now. We have alternatives, and their development will progress faster the more we turn to them. Financing of fossil businesses does not make economic nor moral sense.     I won't even say 'please'. It is not a matter of politeness to remove yourselves from fossil fuel investments, but of urgent global necessity. The writing has been on the wall for decades now, and activism like this should no longer be necessary. But it is, due to companies like Lloyds that continue to follow the old wheel ruts, that lead to oblivion.  ","[-38, 145]"
"We have had the luxury of thoughtlessness for so long... but now it's time for ground-breaking and difficult decisions and changes to old patterns.    Please factor in an informed and bold view of the climate catastrophe that is being stoked by the fossil fuel industries; please have the courage to re-engineer your underwriting policies guidelines to ensure your clean hands from now onwards.    So much is at stake: we face famines, floods, fires, and the desperate movement of peoples unless we can get the state of the planet under control.","[51, -1]"
"Coal stinks, in every sense of the word. Drop it. ","[-32, 116]"
By insuring fossil fuel companies you are enhancing the spread of the global warming that is destroying our planet and climate change. ,"[52, 0]"
In the Netherlands millions of people live beneath sea level. The melting of the icecaps and glaciers and hence rising of the waters worldwide deeply concerns me.,"[53, 5]"
We are running out of time - I want you to save future generations from climate chaos and living in a world of dangers and scarcity. For them to enjoy the world we like in.,"[52, -4]"
"Please stop supporting the continued use of fossil fuels. We only have one planet and we can’t afford to trash it. Just think of all the casualties so far from extreme weather events, the wildfires, the flooding, the chaos caused by mass migration. We must all act now and make the right choices. Our future and that of future generations is at stake right now not at some time in the future","[51, -3]"
Dont leave us facing an impossible-to-bear climate chaos ! please... ,"[49, 2]"
What could be more important to humanity than saving their own home from near-future disaster?,"[52, -1]"
"By insuring the disastrous Adani mine in Australia and the TransMountain pipeline in Canada, Lloyd's is complicit in wrecking the lands of vulnerable Indigenous communities.    Without insurance, these reckless schemes can't happen -- fossil fuels stay in the ground and a better future for the most vulnerable communities, you and me, is possible.    Insurance is vital to protect us and our world - Lloyds does incalculable harm to all of us by insuring climate destroying fossil fuel projects. PLEASE take a stand and urge Lloyds to refuse to insure ALL future climate destroying fossil fuel projects, and to publish their timetable for moving away from Insuring all such current activities.","[53, 1]"
I am worried about the climate future my children will  inherit. We are already seeing massive issues with global warming and its effect on the weather patterns. Add the issue with air pollution and I am worried about the health of my children and their potential children. We are at a critical point in our history when it comes to our effect on the environment and anything we can do to lessen or even reverse the damage already caused can only be a good thing for future generations. ,"[51, 0]"
"I live in amazing forest of South western Australia,which makes me, my friend s and family at great risk of climate change emergencies. We already have had very destructive fires,weather events where I live. And now I get extremely anxious as summer starts, will we be lucky this season,year etc. ","[-32, 116]"
"Come on, Lloyds! Do the right thing! Surely you care about the legacy that your children & grandchildren will inherit if we carry on supporting fossil fuels? It's time to cut all ties with projects & companies that are perpetuating the use if fossil fuels & focus 100% on the  green technologies on which our children's & our planet's future depends.","[51, 1]"
"I am disgusted to see your continued support for the most polluting fossil fuel projects across the world.  In my family, many of the younger generation feel they cannot now start a family, knowing what is coming their way as a result of the climate catastrophe we face.  All live with the uncertainty that they have a future on our planet.  Of course, given that many children have already died as a result of climate related disasters,m at this point in time,  they are relatively lucky.  Lloyds of London needs to withdraw support for fossil fuel investments and be part of the solution at this critical time.  ","[54, -3]"
"It is with horror and despair for  our children and grandchildren that I watch the news every day showing death and destruction of people, animals, the seas, people's homes and agriculture..total chaos. Please stop making things worse and look for fresh green opportunities to make money.....it is nearly too late","[53, -1]"
"Lloyds needs to end its practice of supporting fossil fuel exploration, extraction, and use. Be the market leader that you claim to be. Be on the right side of history.    Divest.","[52, 0]"
"Dear Staff,  It is time to change your policy: you know very well the old way of dealing will ruin the earth.  So please, think of all the young people who need a safe future. And please stop the insurances of fossile fuel projects.  Thank you very much!","[52, 5]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[54, -2]"
"This is now a climate crisis.  I wan there to be a world for my grandchildren, but if we continue as we are doing there won't be.  Already there have been floods where I live and millions of pounds has beenpoured into flood defences.  But will this be enough.  Please stop insuring fossil fuel projects.  we have so little time.","[52, 0]"
Don't support firms that are trashing our environment via global climate change.,"[52, 0]"
"Climate changes are here and this is really an evidence only fools can deny. Any step towards curtailing the use of fossil fuels is a step towards survival of the human species; I will not be much longer on this planet Earth we all have for home, but I must join the fight for the sake of the younger generations, in which my son is included. This message, as part of the Coal Action Network’s climate justice memorial at Lloyd’s of London on the 29th October is my pledge to Lloyd’s of London staff to take an active part in this fight.  Yours sincerely  Miguel Cardoso","[39, -9]"
Please stop insuring projects that contribute to the climate emergency. Your own lives and those you love depend on it. ,"[53, -3]"
I want to save Lloyds of London and I’m sure you want to continue to prosper so you’ll know it’s time now to move away from all associations with fossil fuels. Have a nice day 😀 ,"[51, 0]"
"I love my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[51, 0]"
Please stop destroying the environment and commit to a safe future for all life.,"[45, -93]"
Your support for fossil fuel companies is killing our planet and us. Profit is no use without a liveable planet. ,"[51, 0]"
People like members of my family have already lost their homes from bushfires that never before impacted where they were living.  Each fire season is getting considerably worse.,"[-38, 145]"
Please cease insuring Polluters.  Polluters have exacerbated our climate catastrophe.  Bushfires of unseen proportions rage throughout the world.  Floods occur on almost all continents causing untold hardship.  Stop insuring these companies which only increase the suffering of all. Stop it and they will have to cease operation.,"[-27, 153]"
Do not be a part of any project that will be enviromentally harmful.,"[7, 80]"
"The impact of climate change is worsening, fire, floods are creating havoc on humans and wildlife. ","[-43, 147]"
You should be leading the way with renewable sustainable energy. No one else has the capital or power that you have. Time to think about the world around you not just your over filled pockets and bonuses. ,"[52, 0]"
"Stop sustaining fossil fuel projects, fossil fuel companies. You can think to gain now what in the future you can pay in reverse when the Earth will decide to react to all caused damages.","[42, 13]"
Isn't the now-proven threat of climate change cause for your concern? Shouldn't you divest yourselves of responsibility for disaster? Desist from insuring coal extraction now.,"[51, 0]"
Their so be a lot more easy read information a long time go and advocacy group and 1 to 1 support and lot more Pa worker and a lot more hours and money for us today now,"[52, -1]"
"Please consider taking care of our environment, it would benefit us all. ","[49, 11]"
"Please no more. We need people like you to lead change, not be heel dragging and holding on to practices that are no longer viable. It is time to step up and if we can do it, so can you.","[51, -2]"
"My children are embarking on their own future, maybe having their own kids. I want to save them from climate chaos, and extremes of weather.  We are already seeing floods, wildfires across the world","[52, -1]"
It's time to move on from the old (dinosaur) technologies based on fossil fuels.  The world wants a positive change towards new energy technologies.,"[10, -84]"
I love our planet and the beautiful nature that inhabits it.  Please stop destroying it  We need to respect it and save it for future generations to enjoy.,"[51, 0]"
"Climate change is happening now. All around the world. Funding fossil fuels, R&D of fossil fuels, mining fossil fuels needs to stop NOW! It's that simple.","[53, -1]"
"You, the Boardmembwra of Lloyd’s have (grand)children too I suppose? Think of their future. ","[49, 21]"
I love this world and want to save it from climate chaos. ,"[41, -74]"
Help save the planet instead of destroying it! We need you.,"[52, 0]"
Please consider investing in green energy or home improvements.,"[51, 6]"
"I suffered from Asthma in the 2020 fires, I had friends who were isolated and nearly burnt out, I had the leaves falling from the sky, I heard the horror stories of the survivors. This was a taste of what the rest of the world is facing, Australia already has 1.5 degrees warming. Lloyds must not make it worse, or you will be Pariahs and well known for that crime.  ","[-34, 151]"
"I am sure you all have children and grandchildren, please ensure that we leave a habitable planet for them.  Remember the native people of North America always asked how will my actions effect people through the next seven generations?  Perhaps you could pose this question to yourself and your decision makers.  The science is in, never mind the science now we are seeing the effects of the climate emergency worldwide.   So far governments and corporations cannot be depended upon to make solid ethical choices for the people and the planet.  Please do the right thing.  Thank you.","[44, -80]"
Vanessa Stoker,"[52, -2]"
The worlds getting hotter. We cant do this any longer. We need urgent action now before catastrophic climate starts.,"[-34, 151]"
"By insuring the disastrous Adani mine in Australia and the TransMountain pipeline in Canada, Lloyd's is not only opening up some of the greatest untouched fossil fuel reserves on the planet, it is also wrecking the lands of vulnerable Indigenous communities.    Without insurance, these reckless schemes can't happen -- fossil fuels stay in the ground and a better future for the most vulnerable communities, you and me, is possible!","[60, 11]"
"A policy change would have meant that the 1 Billion wildlife which died in the Australian bushfires could have been prevented. We are in the 6th mass extinction phase and greed and money is still a priority over sustaining our biodiversity and livelihoods. This greed driven behaviour is uncivilised, backward and crass. Stop it.","[-38, 145]"
"I'm already not going to breed over all this, but could you please not actively make it impossible for everybody else should they want to?","[51, -3]"
"I ask you to take action to end the destructive tunnelvision of money and power that’s only serving the lucky few, ravaging the earth and leaving nothing for future generations. My 20-year old son already thinks the world is beyond saving and humanity is doomed to disappear; just as humans caused so many species to become extinct, it will cause it’s own extinction. I still believe in our resourcefullness and the power of many to create solutions and stop this doomscenario. Maybe you think you can’t make a difference, you don’t have a choice or that you’re not responsible. But you can, you do and you are. Please join us and take action.","[52, 5]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.","[52, 5]"
"Wildfires are destroying forests/habitats, thereby killing defenseless animals. Wildfires also contribute to climate change. Shame on you for supporting this level of destruction. Please do the right thing.","[52, 1]"
STOP backing companies supporting & using fossil fuels  which damage this planet.,"[53, -2]"
"My first grandchild will be born next spring, and I am very anxious about the kind of world my children, future grandchildren, and their generation will inherit as a result of our rapidly changing climate. I want them to enjoy the peace, security, and plenty that I have known, and to witness a reversal of damage to the rich diversity of life on earth. We must do all we can to preserve what we have, and not allow our self-destructive behaviour to continue.","[51, 0]"
"Please stop insuring climate wrecking industries and businesses, please ensure our planet and children have a future, thank you, Paul Watkins. ","[52, -3]"
"Every individual and every organisation has to do everything they can to combat climate change.  Please do what you can, Lloyds of London!","[51, -3]"
Climate chaos is very real and affecting more people’s lives on a daily basis.  To watch all the unnatural disasters taking place across the planet due to glanoal warming  is heartbreaking 💔,"[51, 0]"
Shame on you!,"[52, -1]"
I’m worried about the future of my daughter en friend and all there friends. Take your responsability and stop supporting polluting industries.   Chris Mostert,"[52, 5]"
"Ladies and Gentlemen,  I have COPD, which is bad enough, even without additional breathing hazards due to climate change caused by the cial industry.  Please, act prudently!  Georg Schober, M.D.","[48, 16]"
Will you just stop supporting killer industries!!!!!,"[51, 0]"
"Dear Lloyd leaders,    you have the power to change the world and our future with your decisions, since your organisation has huge impact. While supporting projects that are building better future of us all and our children, without further damaging the enivroment.     Please support projects that make our planet nice place to live also in future.     Best regards from Slovenia,  Lidija Jularic","[46, 15]"
I love and cherish our planet earth! We have an unique planet - I want everyone to take care of it in all possible ways. Please do your part......  /Karin ,"[61, 16]"
I stopped watching the news because it's so depressing. But I haven't stopped caring about our planet. Please help stop climate change and make some good news for once.,"[52, -1]"
" I love and cherish my grandchild and I want to save him and his generation from climate chaos, and the wars and famines which will result from this,","[52, -4]"
I have two very small children. I worry for their future every day. I want them to grow up on a planet that is safe for all and not ravaged by climate change. Please do not prevent it from happening ,"[60, 11]"
"I love and cherish my grandchildren: I want to save them from climate chaos, and for them to live and enjoy the world we live in without danger and scarcity.  ","[56, -4]"
"Given the importance of the COP meeting in Glasgow, I believe Lloyd's has an important part to play by ceasing to insure fossil fuel based projects. Let's leave our children a habitable world   ","[53, -6]"
"Please use your power to force responsible behaviour, and stop the rape of our planet by fossil fuel business. We are all complicit in global warming, but you more than most if you continue your support for coal mining. You all have children?","[50, -5]"
Do the right think and act now. Don’t leave our grandchildren to suffer the consequences of run away climate change.,"[53, -6]"
"Hello, my name is Dianne and I have 5 beautiful grandchildren whom I adore.   I am so concerned about what kind of future they'll have to look forward to. I fear for them, as their future, and the future of all children, looks very bleak. I just don't understand why banks and other financial institutions are still funding the climate destroying fossil fuel industry. It's like, the short term profits are more important than saving the planet. What good will all your money do when life no longer exists? Stop thinking about the here and now and protect the future for all life on earth.","[-35, 139]"
